input_text,target_text,input_emotion,target_emotion
"neutral to neutral: "" We do not want to stand by and let a credit card lynching take place , "" declared Rep. Major Owens ( D-Brooklyn ) .",""" We don 't want to stand by and see a credit card lynching take place , "" he said .",neutral,neutral
neutral to neutral: The Ministry of Defence is facing a 20m compensation claim from hundreds of Kenyan women who claim they were raped by British soldiers .,Hundreds of Kenyan women claiming they were attacked and raped by British soldiers were granted government legal aid Wednesday to pursue their case against the Ministry of Defense .,neutral,neutral
"neutral to neutral: Music mogul Simon Cowell 's latest project , a reality TV dating show called Cupid , airs in the US on Wednesday .",Music mogul Simon Cowell 's new TV dating show has made its debut in the US .,neutral,neutral
"neutral to neutral: Nearly 2,000 pages of transcripts were ordered to be made public after a legal action by the New York Times .",The emotional communications were made public after a legal skirmish between the authority and The New York Times .,neutral,neutral
neutral to neutral: New legit download service launches with PC users in mind .,BuyMusic is the first subscription-free paid download music service for PC users .,neutral,neutral
"neutral to neutral: Deasean and Walker , a resident of nearby Barbey Street , were rushed to Brookdale Hospital Medical Center , where they died about 6 p.m. , O 'Brien said .","Both shooting victims were rushed to Brookdale University Hospital Medical Center , where they died a short time later .",neutral,neutral
"neutral to neutral: Mr Goh on his part , described the visit as especially important - given the SARS situation .",Mr Goh said that it was ' especially important given the Sars situation in Singapore ' .,neutral,neutral
"neutral to neutral: Analysts say Davis , who faces a historic recall election in October , could get a boost in the polls with a budget plan in place .","Analysts say Davis , a Democrat , could get a boost in the polls if the 29-day-old budget crisis is resolved without further delay .",neutral,neutral
"neutral to neutral: The broader Standard & Poor 's 500 Index .SPX advanced 2 points , or 0.24 percent , to 977 .","The Nasdaq Composite Index .IXIC was off 6.52 points , or 0.39 percent , at 1,645.66 .",neutral,neutral
neutral to neutral: Friends of Animals president Priscilla Feral said she would spend the weekend considering the possibility of further legal action .,Friends of Animals president Priscilla Feral said she is considering the possibility of further legal action but declined to elaborate .,neutral,neutral
"neutral to neutral: He then drove south on Hemphill and west on Drew Street driving about 60 mph , Jones said .","After striking the pedestrian , the pickup traveled south on Hemphill Street , then turned west on Drew Street going about 60 mph , Jones said .",neutral,neutral
"neutral to neutral: Think Dynamics , which is based in Toronto , will become part of IBM 's Software Group .","The 36 employees at Think Dynamics will remain in Toronto and become IBM employees , Crowe said .",neutral,neutral
"neutral to neutral: Mr Li , deputy chairman of Cheung Kong Holdings , is the son of Hong Kong billionaire Li Ka-shing .",Li is the deputy chairman of Cheung Kong ( Holdings ) Ltd . < 0001.HK > .,neutral,neutral
"neutral to neutral: They said they were not advocating the changes yet , but believed they are worth considering — especially as NATO expands to 26 members .","The sponsors said they were not advocating the changes yet , but believed it was worth considering - especially as NATO expands to 26 members .",neutral,neutral
"neutral to neutral: In 2001 and 2002 , wire transfers from 4 of the company 's 40 accounts totaled more than $ 3.2 billion , prosecutors said .","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $ 3.2 billion from 2001 to 2002 , Morgenthau said .",neutral,neutral
"neutral to neutral: His lack of co-operation was allowing other Jemaah Islamiah fugitives to remain at large , Mr Dila told the court .","His lack of co-operation was allowing other JI operatives to remain at large , where they threatened further terrorist acts , Mr Dila said .",neutral,neutral
neutral to neutral: Two officials initially said about 300 workers had been arrested at 61 stores in 21 states .,But the officials later revised the numbers and said about 250 had been arrested at some 60 stores .,neutral,neutral
neutral to neutral: About 400 of those taken into custody were charged with manufacturing or distributing child pornography on the Internet .,"The largest number of arrests , about 400 , were on charges of manufacturing or distributing child pornography on the Internet .",neutral,neutral
"neutral to neutral: Already , the impact of Chinas moves is sending ripples through the region .","Already , China 's moves are sending ripples through the region .",neutral,neutral
"neutral to neutral: In terms of format , DVD music took off while legitimate online music broadened its reach , the IFPI said .","DVD music took off , accounting for more than five percent of sales , and legitimate online music broadened its reach .",neutral,neutral
"neutral to neutral: They cover more than 300,000 UAW workers and 500,000 retirees and spouses .","GM , the world 's largest automaker , has 115,000 active UAW workers and 340,000 retirees and spouses .",neutral,neutral
neutral to neutral: The hospital where she is staying is being guarded by about a dozen undercover police and military intelligence officers .,"The hospital has been guarded by more than a dozen undercover police and military intelligence officers , said officials .",neutral,neutral
"neutral to neutral: A three-judge panel of the 11th U.S. Circuit Court of Appeals ruled late Friday that the small size , limited use and secular purpose make the image legitimate .",A three-judge panel of the 8th U.S. Circuit Court of Appeals in St. Louis overturned a ruling issued last year that supported the ordinance .,neutral,neutral
neutral to neutral: British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .,neutral,neutral
"neutral to neutral: Sanchez de Lozada promised a referendum on a controversial gas project , a reform of a free market energy law and constitutional reforms .","Sanchez de Lozada promised a referendum on the gas project , a reform of energy laws and constitutional changes .",neutral,neutral
neutral to neutral: The agency said it would not release the name of the 17-year-old involved because he is a minor .,The agency said it had no plans to release the name of the teenager involved because he was a minor .,neutral,neutral
