input_text,target_text
"sadness to embarrassment: The 23-year-old, from Spondon, Derbyshire, was so mortified that she decided to transform her life and went from a size 24 to a size 10.","The woman, who was 23 and lived in Spondon, Derbyshire, was so ashamed that she made a commitment to change her life, ultimately losing enough weight to go from a size 24 to a size 10."
sadness to embarrassment: I felt mortified to have three people trying to get me in.,I felt ashamed when three people attempted to get me involved.
pride to joy: Proud: Nicole is delighted to have lost 7st through healthy eating .,Proud: Nicole is delighted to have lost 7st through healthy eating .
"pride to joy: Nicole said: 'After what happened at the theme park, I was so proud to be able to go scuba diving.","After the theme park incident, Nicole felt a sense of accomplishment in being able to go scuba diving."
admiration to approval: More than 30 state supreme courts allow cameras in the courtroom with great success.,The use of cameras in the courtroom has been successful in over 30 state supreme courts.
amusement to annoyance: A joke of a job interview .,An interview that was a mockery of the hiring process.
"pride to admiration: She was able to do something for her community, and that made her really proud.""","She was able to do something for her community, and that made her really proud."""
"desire to sadness: She was crushed, as she was really hoping to do field work and give back to the region where she studied abroad during her undergraduate years.",She was heartbroken as she had been hoping to do fieldwork and make a positive impact in the region where she had studied abroad during her undergraduate years.
disappointment to disapproval: That incident drew widespread condemnation and cast a spotlight on the dynamics of the Gaza crisis.,That incident drew widespread condemnation and cast a spotlight on the dynamics of the Gaza crisis.
"admiration to approval: Nigel Holness, Operations Director at London Underground said the campaign was being well received.","According to Nigel Holness, Operations Director at London Underground, the campaign was being received favorably."
fear to nervousness: food stamps increased by a worrying 8.1 per cent over the past year to .,food stamps increased by a worrying 8.1 per cent over the past year to .
sadness to disappointment: Hand out nation: America's economic troubles are continuing to bite with almost 15% of the US population now on food stamps .,"America's economic struggles persist, with nearly 15% of the US population now receiving food stamps."
"sadness to disappointment: Agriculture figures, worst hit were people in Mississippi, where more .","Agriculture figures, worst hit were people in Mississippi, where more ."
fear to nervousness: Officials fear the numbers may swell even more in the coming months as people battle financial hardship and record unemployment.,The officials are anxious that the figures may escalate even further in the upcoming months as individuals confront financial difficulties and a record-breaking unemployment rate.
"admiration to disapproval: There are many black Americans who admire Carson for his professional accomplishments (I'm one of them), but that admiration is unlikely to translate into votes.","Although Carson is admired by a significant number of black Americans for his professional achievements, it is unlikely that this will translate into votes for him."
